"State","County","Commodity","Value","Year","Yield_Mg_p_ha","Yield_ton_p_acre"
"Iowa","Black Hawk","corn",209.2,"2017",13.13776,5.8576
"Iowa","Black Hawk","soybeans",59.5,"2017",4.00435,1.785
"Iowa","Bremer","corn",212.7,"2017",13.35756,5.9556
"Iowa","Bremer","soybeans",56.8,"2017",3.82264,1.704
"Iowa","Buchanan","corn",221.3,"2017",13.89764,6.1964
"Iowa","Buchanan","soybeans",55.9,"2017",3.76207,1.677
"Iowa","Chickasaw","corn",194.4,"2017",12.20832,5.4432
"Iowa","Chickasaw","soybeans",50.4,"2017",3.39192,1.512
"Iowa","Clayton","corn",213.6,"2017",13.41408,5.9808
"Iowa","Clayton","soybeans",59,"2017",3.9707,1.77
"Iowa","Delaware","corn",218,"2017",13.6904,6.104
"Iowa","Delaware","soybeans",63,"2017",4.2399,1.89
"Iowa","Dubuque","corn",215.1,"2017",13.50828,6.0228
"Iowa","Dubuque","soybeans",59.6,"2017",4.01108,1.788
"Iowa","Fayette","corn",207.6,"2017",13.03728,5.8128
"Iowa","Fayette","soybeans",56.3,"2017",3.78899,1.689
"Iowa","Howard","corn",201.7,"2017",12.66676,5.6476
"Iowa","Howard","soybeans",51.6,"2017",3.47268,1.548
"Iowa","Winneshiek","corn",199.7,"2017",12.54116,5.5916
"Iowa","Winneshiek","soybeans",54.6,"2017",3.67458,1.638
"Iowa","Buena Vista","corn",187.9,"2017",11.80012,5.2612
"Iowa","Buena Vista","soybeans",56.5,"2017",3.80245,1.695
"Iowa","Cherokee","corn",203.7,"2017",12.79236,5.7036
"Iowa","Cherokee","soybeans",62.4,"2017",4.19952,1.872
"Iowa","Clay","corn",197.3,"2017",12.39044,5.5244
"Iowa","Clay","soybeans",57.6,"2017",3.87648,1.728
"Iowa","Dickinson","corn",196.2,"2017",12.32136,5.4936
"Iowa","Dickinson","soybeans",57.7,"2017",3.88321,1.731
"Iowa","Emmet","corn",210.1,"2017",13.19428,5.8828
"Iowa","Emmet","soybeans",58.9,"2017",3.96397,1.767
"Iowa","Lyon","corn",218.9,"2017",13.74692,6.1292
"Iowa","Lyon","soybeans",63.8,"2017",4.29374,1.914
"Iowa","O Brien","corn",213.8,"2017",13.42664,5.9864
"Iowa","O Brien","soybeans",62.3,"2017",4.19279,1.869
"Iowa","Osceola","corn",211.6,"2017",13.28848,5.9248
"Iowa","Osceola","soybeans",59.7,"2017",4.01781,1.791
"Iowa","Palo Alto","corn",195.4,"2017",12.27112,5.4712
"Iowa","Palo Alto","soybeans",57.8,"2017",3.88994,1.734
"Iowa","Plymouth","corn",193,"2017",12.1204,5.404
"Iowa","Plymouth","soybeans",59.6,"2017",4.01108,1.788
"Iowa","Pocahontas","corn",190.9,"2017",11.98852,5.3452
"Iowa","Pocahontas","soybeans",58.2,"2017",3.91686,1.746
"Iowa","Sioux","corn",220.7,"2017",13.85996,6.1796
"Iowa","Sioux","soybeans",65.2,"2017",4.38796,1.956
"Iowa","Appanoose","corn",170,"2017",10.676,4.76
"Iowa","Appanoose","soybeans",50.7,"2017",3.41211,1.521
"Iowa","Lucas","soybeans",41.4,"2017",2.78622,1.242
"Iowa","Madison","corn",173.1,"2017",10.87068,4.8468
"Iowa","Madison","soybeans",52.5,"2017",3.53325,1.575
"Iowa","Marion","corn",185.7,"2017",11.66196,5.1996
"Iowa","Marion","soybeans",52.9,"2017",3.56017,1.587
"Iowa","Monroe","corn",169.9,"2017",10.66972,4.7572
"Iowa","Monroe","soybeans",51,"2017",3.4323,1.53
"Iowa","Other (Combined) Counties","corn",129.7,"2017",8.14516,3.6316
"Iowa","Other (Combined) Counties","soybeans",45,"2017",3.0285,1.35
"Iowa","Ringgold","corn",167.8,"2017",10.53784,4.6984
"Iowa","Ringgold","soybeans",48.8,"2017",3.28424,1.464
"Iowa","Union","corn",147.9,"2017",9.28812,4.1412
"Iowa","Union","soybeans",44.5,"2017",2.99485,1.335
"Iowa","Warren","corn",183.2,"2017",11.50496,5.1296
"Iowa","Warren","soybeans",49.9,"2017",3.35827,1.497
"Iowa","Davis","corn",107.3,"2017",6.73844,3.0044
"Iowa","Davis","soybeans",37.6,"2017",2.53048,1.128
"Iowa","Des Moines","corn",200.1,"2017",12.56628,5.6028
"Iowa","Des Moines","soybeans",59.6,"2017",4.01108,1.788
"Iowa","Henry","corn",196.4,"2017",12.33392,5.4992
"Iowa","Henry","soybeans",60.5,"2017",4.07165,1.815
"Iowa","Jefferson","corn",165.5,"2017",10.3934,4.634
"Iowa","Jefferson","soybeans",46.1,"2017",3.10253,1.383
"Iowa","Keokuk","corn",176.4,"2017",11.07792,4.9392
"Iowa","Keokuk","soybeans",51.6,"2017",3.47268,1.548
"Iowa","Lee","corn",178,"2017",11.1784,4.984
"Iowa","Lee","soybeans",53.5,"2017",3.60055,1.605
"Iowa","Louisa","corn",216.6,"2017",13.60248,6.0648
"Iowa","Louisa","soybeans",59,"2017",3.9707,1.77
"Iowa","Mahaska","corn",177.2,"2017",11.12816,4.9616
"Iowa","Mahaska","soybeans",54.4,"2017",3.66112,1.632
"Iowa","Van Buren","corn",128.2,"2017",8.05096,3.5896
"Iowa","Van Buren","soybeans",36.6,"2017",2.46318,1.098
"Iowa","Wapello","corn",153,"2017",9.6084,4.284
"Iowa","Wapello","soybeans",45,"2017",3.0285,1.35
"Iowa","Washington","corn",220.4,"2017",13.84112,6.1712
"Iowa","Washington","soybeans",61.7,"2017",4.15241,1.851
"Iowa","Adair","corn",175.2,"2017",11.00256,4.9056
"Iowa","Adair","soybeans",50.5,"2017",3.39865,1.515
"Iowa","Adams","corn",179.9,"2017",11.29772,5.0372
"Iowa","Adams","soybeans",52.6,"2017",3.53998,1.578
"Iowa","Cass","corn",197.4,"2017",12.39672,5.5272
"Iowa","Cass","soybeans",56.9,"2017",3.82937,1.707
"Iowa","Fremont","corn",204.5,"2017",12.8426,5.726
"Iowa","Fremont","soybeans",60.1,"2017",4.04473,1.803
"Iowa","Mills","corn",190.1,"2017",11.93828,5.3228
"Iowa","Mills","soybeans",55.7,"2017",3.74861,1.671
"Iowa","Montgomery","corn",199.1,"2017",12.50348,5.5748
"Iowa","Montgomery","soybeans",56.2,"2017",3.78226,1.686
"Iowa","Page","corn",193.1,"2017",12.12668,5.4068
"Iowa","Page","soybeans",55.4,"2017",3.72842,1.662
"Iowa","Pottawattamie","corn",195.8,"2017",12.29624,5.4824
"Iowa","Pottawattamie","soybeans",57,"2017",3.8361,1.71
"Iowa","Taylor","corn",175,"2017",10.99,4.9
"Iowa","Taylor","soybeans",52.8,"2017",3.55344,1.584
"Iowa","Audubon","corn",211.2,"2017",13.26336,5.9136
"Iowa","Audubon","soybeans",57.2,"2017",3.84956,1.716
"Iowa","Calhoun","corn",195.1,"2017",12.25228,5.4628
"Iowa","Calhoun","soybeans",57.5,"2017",3.86975,1.725
"Iowa","Carroll","corn",211.3,"2017",13.26964,5.9164
"Iowa","Carroll","soybeans",60.4,"2017",4.06492,1.812
"Iowa","Crawford","corn",221.9,"2017",13.93532,6.2132
"Iowa","Crawford","soybeans",61.3,"2017",4.12549,1.839
"Iowa","Greene","corn",202.2,"2017",12.69816,5.6616
"Iowa","Greene","soybeans",56.7,"2017",3.81591,1.701
"Iowa","Guthrie","corn",197.6,"2017",12.40928,5.5328
"Iowa","Guthrie","soybeans",59.2,"2017",3.98416,1.776
"Iowa","Harrison","corn",193.2,"2017",12.13296,5.4096
"Iowa","Harrison","soybeans",53.7,"2017",3.61401,1.611
"Iowa","Ida","corn",215.7,"2017",13.54596,6.0396
"Iowa","Ida","soybeans",62.1,"2017",4.17933,1.863
"Iowa","Monona","corn",196,"2017",12.3088,5.488
"Iowa","Monona","soybeans",57.1,"2017",3.84283,1.713
"Iowa","Sac","corn",194.5,"2017",12.2146,5.446
"Iowa","Sac","soybeans",57.8,"2017",3.88994,1.734
"Iowa","Shelby","corn",207.1,"2017",13.00588,5.7988
"Iowa","Shelby","soybeans",58.2,"2017",3.91686,1.746
"Iowa","Woodbury","corn",200.5,"2017",12.5914,5.614
"Iowa","Woodbury","soybeans",58.1,"2017",3.91013,1.743
